process,name,dim,vgrid,state,output,output_level,units,long,file
q_soil_biogeochemistry,leaching_dom_carbon14,2D,surface,diagnostic,no,FULL,micro-mol m-2 s-1,land to groundwater flux of DOM-C14,mo_sb_memory_class.f90
q_soil_biogeochemistry,leaching_dom_nitrogen15,2D,surface,diagnostic,no,FULL,micro-mol m-2 s-1,land to groundwater flux of DOM-N15,mo_sb_memory_class.f90
q_soil_biogeochemistry,leaching_nh4_solute,2D,surface,diagnostic,no,FULL,micro-mol m-2 s-1,land to groundwater flux of NH4,mo_sb_memory_class.f90
q_soil_biogeochemistry,leaching_no3_solute,2D,surface,diagnostic,no,FULL,micro-mol m-2 s-1,land to groundwater flux of NO3,mo_sb_memory_class.f90
q_soil_biogeochemistry,leaching_po4_solute,2D,surface,diagnostic,no,FULL,micro-mol m-2 s-1,land to groundwater flux of PO4,mo_sb_memory_class.f90
q_soil_biogeochemistry,leaching_nh4_n15_solute,2D,surface,diagnostic,no,FULL,micro-mol m-2 s-1,land to groundwater flux of 15NH4,mo_sb_memory_class.f90
q_soil_biogeochemistry,leaching_no3_n15_solute,2D,surface,diagnostic,no,FULL,micro-mol m-2 s-1,land to groundwater flux of 15NO3,mo_sb_memory_class.f90
q_soil_biogeochemistry,emission_noy,2D,surface,diagnostic,yes,BASIC,micro-mol m-2 s-1,land to atmosphere flux of NOy,mo_sb_memory_class.f90
q_soil_biogeochemistry,emission_n2o,2D,surface,diagnostic,yes,BASIC,micro-mol m-2 s-1,land to atmosphere flux of N2O,mo_sb_memory_class.f90
q_soil_biogeochemistry,emission_n2,2D,surface,diagnostic,yes,BASIC,micro-mol m-2 s-1,land to atmosphere flux of N2,mo_sb_memory_class.f90
q_soil_biogeochemistry,emission_noy_n15,2D,surface,diagnostic,yes,FULL,micro-mol m-2 s-1,land to atmosphere flux of 15NOy,mo_sb_memory_class.f90
q_soil_biogeochemistry,emission_n2o_n15,2D,surface,diagnostic,yes,FULL,micro-mol m-2 s-1,land to atmosphere flux of 15N2O,mo_sb_memory_class.f90
q_soil_biogeochemistry,emission_n2_n15,2D,surface,diagnostic,yes,FULL,micro-mol m-2 s-1,land to atmosphere flux of 15N2,mo_sb_memory_class.f90
q_soil_biogeochemistry,qmax_org,3D,vgrid_soil_w,prognostic,yes,output_level_local,kg C kg-1 mineral soil,sorption capacity of dom of mineral soil,mo_sb_memory_class.f90
q_soil_biogeochemistry,qmax_po4,3D,vgrid_soil_w,prognostic,no,FULL,mol P m-3 soil,sorption capacity of po4 of mineral soil,mo_sb_memory_class.f90
q_soil_biogeochemistry,km_adsorpt_po4_sl,3D,vgrid_soil_w,prognostic,no,FULL,mol P m-3 soil,half saturation of po4 sorption isotherm,mo_sb_memory_class.f90
q_soil_biogeochemistry,qmax_nh4,3D,vgrid_soil_w,prognostic,no,FULL,mol N m-3 soil,sorption capacity of nh4 of mineral soil,mo_sb_memory_class.f90
q_soil_biogeochemistry,km_adsorpt_nh4_sl,3D,vgrid_soil_w,prognostic,no,FULL,mol N m-3 soil,half saturation of nh4 sorption isotherm,mo_sb_memory_class.f90
q_soil_biogeochemistry,qmax_fast_po4,3D,vgrid_soil_w,prognostic,no,FULL,mol P m-3 soil,sorption capacity of po4 of the clay(Fe/Al) and SOM pool,mo_sb_memory_class.f90
q_soil_biogeochemistry,qmax_slow_po4,3D,vgrid_soil_w,prognostic,no,FULL,mol P m-3 soil,sorption capacity of po4 of the silt/sand pool,mo_sb_memory_class.f90
q_soil_biogeochemistry,km_fast_po4,3D,vgrid_soil_w,prognostic,no,FULL,mol P m-3 soil,half-saturation concentration of po4 for the clay(Fe/Al) and SOM pool,mo_sb_memory_class.f90
q_soil_biogeochemistry,km_slow_po4,3D,vgrid_soil_w,prognostic,no,FULL,mol P m-3 soil,half-saturation concentration of po4 for the silt/sand pool,mo_sb_memory_class.f90
q_soil_biogeochemistry,k_bioturb,3D,vgrid_soil_w,prognostic,no,FULL,m2 s-1,diffusion rate resulting from bioturbation,mo_sb_memory_class.f90
q_soil_biogeochemistry,bulk_dens_corr_sl,3D,vgrid_soil_w,prognostic,yes,output_level_local,kg m-3,organic fraction corrected bulk-density of the soil,mo_sb_memory_class.f90
q_soil_biogeochemistry,bulk_soil_carbon_sl,3D,vgrid_soil_w,prognostic,yes,output_level_local,mol m-3,bulk soil density of non-litter carbon,mo_sb_memory_class.f90
q_soil_biogeochemistry,soil_litter_carbon_sl,3D,vgrid_soil_w,prognostic,no,NONE,mol m-3,soil density of litter carbon,mo_sb_memory_class.f90
q_soil_biogeochemistry,particle_fluxrate,3D,vgrid_soil_w,diagnostic,no,output_level_local,m s-1,burial rate due to organic matter fall and decay,mo_sb_memory_class.f90
q_soil_biogeochemistry,anaerobic_volume_fraction_sl,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,microbial_cue_eff,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,microbial_cue_eff_tmic_mavg,3D,vgrid_soil_w,prognostic,yes,output_level_local,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,microbial_nue_eff,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,microbial_nue_eff_tmic_mavg,3D,vgrid_soil_w,prognostic,yes,output_level_local,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,microbial_pue_eff,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,microbial_pue_eff_tmic_mavg,3D,vgrid_soil_w,prognostic,yes,output_level_local,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,fact_n_status_mic_c_growth,3D,vgrid_soil_w,prognostic,yes,output_level_local,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,fact_p_status_mic_c_growth,3D,vgrid_soil_w,prognostic,yes,output_level_local,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,enzyme_frac_AP,3D,vgrid_soil_w,prognostic,yes,output_level_local,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,dom_cn,3D,vgrid_soil_w,prognostic,no,FULL,mol mol-1,C:N ratio of DOM pool,mo_sb_memory_class.f90
q_soil_biogeochemistry,dom_cp,3D,vgrid_soil_w,prognostic,no,FULL,mol mol-1,C:P ratio of DOM pool,mo_sb_memory_class.f90
q_soil_biogeochemistry,dom_cn_mavg,3D,vgrid_soil_w,prognostic,yes,output_level_local,mol mol-1,time-averaged C:N ratio of DOM pool,mo_sb_memory_class.f90
q_soil_biogeochemistry,dom_cp_mavg,3D,vgrid_soil_w,prognostic,yes,output_level_local,mol mol-1,time-averaged C:P ratio of DOM pool,mo_sb_memory_class.f90
q_soil_biogeochemistry,residue_som_c_form_mavg_sl,3D,vgrid_soil_w,prognostic,no,FULL,micro-mol m-3 s-1,time-averaged residual som C formation rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,residue_som_c14_form_mavg_sl,3D,vgrid_soil_w,prognostic,no,FULL,micro-mol m-3 s-1,time-averaged residual som C14 formation rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,residue_assoc_som_c_form_mavg_sl,3D,vgrid_soil_w,prognostic,no,FULL,micro-mol m-3 s-1,time-averaged assoc residual som C formation rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,residue_assoc_som_c14_form_mavg_sl,3D,vgrid_soil_w,prognostic,no,FULL,micro-mol m-3 s-1,time-averaged assoc resid som C14 formation rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,assoc_dom_c_form_mavg_sl,3D,vgrid_soil_w,prognostic,no,FULL,micro-mol m-3 s-1,time-averaged associated dom C formation rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,assoc_dom_c14_form_mavg_sl,3D,vgrid_soil_w,prognostic,no,FULL,micro-mol m-3 s-1,time-averaged associated dom C14 formation rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,residue_som_c_loss_mavg_sl,3D,vgrid_soil_w,prognostic,no,FULL,micro-mol m-3 s-1,time-averaged residual som C loss rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,residue_assoc_som_c_loss_mavg_sl,3D,vgrid_soil_w,prognostic,no,FULL,micro-mol m-3 s-1,time-averaged associated residual som C loss rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,assoc_dom_c_loss_mavg_sl,3D,vgrid_soil_w,prognostic,no,FULL,micro-mol m-3 s-1,time-averaged associated dom C loss rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,ph_sl,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,vmax_weath_mineral_sl,3D,vgrid_soil_w,prognostic,no,FULL,mol P m-3 s-1,weathering coefficient of mineral soil,mo_sb_memory_class.f90
q_soil_biogeochemistry,Qmax_AlFe_cor,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,enzyme_frac_poly,3D,vgrid_soil_w,prognostic,yes,output_level_local,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,enzyme_frac_residue,3D,vgrid_soil_w,prognostic,yes,output_level_local,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,enzyme_frac_poly_c,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,enzyme_frac_poly_n,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,enzyme_frac_poly_p,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,enzyme_frac_poly_c_mavg,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,enzyme_frac_poly_n_mavg,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,enzyme_frac_poly_p_mavg,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_sb_memory_class.f90
q_soil_biogeochemistry,volume_min_sl,3D,vgrid_soil_w,prognostic,no,FULL,,soil mineral volumetric proportion,mo_sb_memory_class.f90
q_soil_biogeochemistry,qmax_org_min_sl,3D,vgrid_soil_w,prognostic,no,FULL,mol C kg-1 mineral soil,maximum OM sorption capacity of mineral soil,mo_sb_memory_class.f90
q_soil_biogeochemistry,qmax_po4_min_sl,3D,vgrid_soil_w,prognostic,no,FULL,mol P kg-1 mineral soil,maximum po4 sorption capacity of mineral soil,mo_sb_memory_class.f90
q_soil_biogeochemistry,qmax_nh4_min_sl,3D,vgrid_soil_w,prognostic,no,FULL,mol N kg-1 mineral soil,maximum po4 sorption capacity of mineral soil,mo_sb_memory_class.f90
q_soil_biogeochemistry,qmax_po4_om_sl,3D,vgrid_soil_w,prognostic,no,FULL,mol P kg-1 SOM,maximum po4 sorption capacity of SOM,mo_sb_memory_class.f90
q_soil_biogeochemistry,fertiliser_nh4,2D,surface,diagnostic,yes,BASIC,micro mol m-2 s-1,NH4 fertiliser application rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,fertiliser_nh4_n15,2D,surface,diagnostic,yes,NONE,micro mol m-2 s-1,15NH4 fertiliser application rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,fertiliser_no3,2D,surface,diagnostic,yes,BASIC,micro mol m-2 s-1,NO3 fertiliser application rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,fertiliser_no3_n15,2D,surface,diagnostic,yes,NONE,micro mol m-2 s-1,15NO3 fertiliser application rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,fertiliser_po4,2D,surface,diagnostic,yes,FULL,micro mol m-2 s-1,PO4 fertiliser application rate,mo_sb_memory_class.f90
q_soil_biogeochemistry,total_flux_carbon,2D,surface,diagnostic,no,FULL,mol C m-2 s-1,carbon mass balance checks in soil_biogeochemistry model,mo_sb_memory_class.f90
q_soil_biogeochemistry,total_flux_nitrogen,2D,surface,diagnostic,no,FULL,mol N m-2 s-1,nitrogen mass balance checks in soil_biogeochemistry model,mo_sb_memory_class.f90
q_soil_biogeochemistry,total_flux_phosphorus,2D,surface,diagnostic,no,FULL,mol P m-2 s-1,phosphorus mass balance checks in soil_biogeochemistry model,mo_sb_memory_class.f90
q_soil_biogeochemistry,total_flux_carbon13,2D,surface,diagnostic,no,FULL,mol C13 m-2 s-1,carbon13 mass balance checks in soil_biogeochemistry model,mo_sb_memory_class.f90
q_soil_biogeochemistry,total_flux_carbon14,2D,surface,diagnostic,no,FULL,mol C14 m-2 s-1,carbon14 mass balance checks in soil_biogeochemistry model,mo_sb_memory_class.f90
q_soil_biogeochemistry,total_flux_nitrogen15,2D,surface,diagnostic,no,FULL,mol N15 m-2 s-1,nitrogen15 mass balance checks in soil_biogeochemistry model,mo_sb_memory_class.f90
q_soil_biogeochemistry,total_soil_n,3D,vgrid_soil_w,diagnostic,yes,BASIC,mol m-3,sb_pool_total_bg_soil_n + nh4_solute + nh4_assoc + no3_solute,mo_sb_memory_class.f90
q_soil_biogeochemistry,total_soil_inorg_n,3D,vgrid_soil_w,diagnostic,yes,BASIC,mol m-3,nh4_solute + nh4_assoc + no3_solute,mo_sb_memory_class.f90
q_soil_biogeochemistry,ecosystem_total_n_loss,2D,surface,diagnostic,yes,BASIC,micro-mol m-2 s-1,emissions + leaching + lateral loss,mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_bgcm_pool_microbial_c,3D,vgrid_soil_w,diagnostic,yes,output_level_local,mol m-3,microbial C,mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_bgcm_pool_microbial_n,3D,vgrid_soil_w,diagnostic,yes,output_level_local,mol m-3,microbial N,mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_bgcm_pool_microbial_p,3D,vgrid_soil_w,diagnostic,yes,output_level_local,mol m-3,microbial P,mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_bgcm_pool_mineral_assoc_c,3D,vgrid_soil_w,diagnostic,yes,output_level_local,mol m-3,mineral associated C in soils,mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_bgcm_pool_mineral_assoc_n,3D,vgrid_soil_w,diagnostic,yes,output_level_local,mol m-3,mineral associated N in soils,mo_sb_memory_class.f90
q_soil_biogeochemistry,sb_bgcm_pool_mineral_assoc_p,3D,vgrid_soil_w,diagnostic,yes,output_level_local,mol m-3,mineral associated P in soils,mo_sb_memory_class.f90
q_soil_biogeochemistry,total_som_c_gsum,2D,surface,diagnostic,yes,,Pg,Global sum of all soil C pools,mo_sb_memory_class.f90
q_soil_biogeochemistry,total_inorg_n_gsum,2D,surface,diagnostic,yes,,Tg,Global sum of plant acc. soil inorganic N pools,mo_sb_memory_class.f90
q_soil_biogeochemistry,rh_gsum,2D,surface,diagnostic,yes,,Pg yr-1,Global sum of soil respiration,mo_sb_memory_class.f90
q_soil_biogeochemistry,nbp_gsum,2D,surface,diagnostic,yes,,Pg yr-1,Global sum of net biosphere production,mo_sb_memory_class.f90
q_soil_biogeochemistry,fnloss_gsum,2D,surface,diagnostic,yes,,Pg yr-1,Global sum of nitrogen loss,mo_sb_memory_class.f90
q_soil_biogeochemistry,fn2o_gsum,2D,surface,diagnostic,yes,,Tg yr-1,Global sum of n2o emission,mo_sb_memory_class.f90
q_soil_phys,soil_depth,2D,surface,prognostic,yes,BASIC,m,"Soil depth derived from textures (bedrock), for hydrology",mo_spq_memory_class.f90
q_soil_phys,temp_srf_eff_4,2D,surface,prognostic,yes,BASIC,K**4.0,effective surface temperature ** 4.0,mo_spq_memory_class.f90
q_soil_phys,zril_old,2D,surface,prognostic,no,FULL,,previous timesteps Reynolds number,mo_spq_memory_class.f90
q_soil_phys,elevation,2D,surface,diagnostic,no,FULL,m,Mean orography,mo_spq_memory_class.f90
q_soil_phys,s_star,2D,surface,prognostic,yes,BASIC,m2 s-2 ?,surface dry static energy,mo_spq_memory_class.f90
q_soil_phys,evapotranspiration,2D,surface,prognostic,yes,BASIC,kg m-2 s-1 ?,evapotranspiration,mo_spq_memory_class.f90
q_soil_phys,interception,2D,surface,prognostic,yes,BASIC,kg m-2 s-1,surface interception evaporation,mo_spq_memory_class.f90
q_soil_phys,evapopot,2D,surface,prognostic,yes,FULL,kg m-2 s-1,potential evaporation,mo_spq_memory_class.f90
q_soil_phys,evaporation,2D,surface,prognostic,yes,BASIC,kg m-2 s-1,surface evaporation,mo_spq_memory_class.f90
q_soil_phys,evaporation_snow,2D,surface,prognostic,yes,BASIC,kg m-2 s-1,snow surface evaporation,mo_spq_memory_class.f90
q_soil_phys,srf_runoff,2D,surface,prognostic,yes,BASIC,kg m-2 s-1,surface runoff,mo_spq_memory_class.f90
q_soil_phys,drainage,2D,surface,prognostic,yes,BASIC,kg m-2 s-1,drainage,mo_spq_memory_class.f90
q_soil_phys,gw_runoff,2D,surface,prognostic,yes,BASIC,kg m-2 s-1,sum of lateral runoff across all soil layers,mo_spq_memory_class.f90
q_soil_phys,drainage_fraction,2D,surface,prognostic,no,FULL,1 s-1,water mass fraction lost from the soil column by drainage,mo_spq_memory_class.f90
q_soil_phys,gw_runoff_sl,3D,vgrid_soil_w,prognostic,yes,BASIC,kg m-2 s-1,lateral groundwater runoff per layer,mo_spq_memory_class.f90
q_soil_phys,drainage_sl,3D,vgrid_soil_w,prognostic,yes,FULL,kg m-2 s-1,drainage of soil layers,mo_spq_memory_class.f90
q_soil_phys,saxtonA,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_spq_memory_class.f90
q_soil_phys,saxtonB,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_spq_memory_class.f90
q_soil_phys,saxtonC,3D,vgrid_soil_w,prognostic,no,FULL,,,mo_spq_memory_class.f90
q_soil_phys,kdiff_sat_sl,3D,vgrid_soil_w,prognostic,no,FULL,m s-1,saturated hydraulic conductivity,mo_spq_memory_class.f90
q_soil_phys,sensible_heat_flx,2D,surface,prognostic,yes,BASIC,W m-2,sensible heat flux,mo_spq_memory_class.f90
q_soil_phys,latent_heat_flx,2D,surface,prognostic,yes,BASIC,W m-2,latent heat flux,mo_spq_memory_class.f90
q_soil_phys,ground_heat_flx,2D,surface,prognostic,yes,BASIC,W m-2,ground heat flux,mo_spq_memory_class.f90
q_soil_phys,ground_heat_flx_old,2D,surface,prognostic,no,FULL,W m-2,ground heat flux of previous timestep,mo_spq_memory_class.f90
q_soil_phys,w_soil_freeze_flux,3D,vgrid_soil_w,prognostic,no,FULL,m,Water flux from liquid to ice from freezing,mo_spq_memory_class.f90
q_soil_phys,w_soil_melt_flux,3D,vgrid_soil_w,prognostic,no,FULL,m,Water transfer from ice to liquid from melting,mo_spq_memory_class.f90
q_soil_phys,heat_capa_sl,3D,vgrid_soil_w,prognostic,yes,BASIC,J kg-1,soil heat capacity,mo_spq_memory_class.f90
q_soil_phys,therm_cond_sl,3D,vgrid_soil_w,prognostic,no,FULL,W m-2 K-1,soil thermal conductivity,mo_spq_memory_class.f90
q_soil_phys,snow_height,2D,surface,prognostic,yes,FULL,m,snow depth,mo_spq_memory_class.f90
q_soil_phys,snow_soil_heat_flux,2D,surface,prognostic,no,FULL,W m-2,snow soil heat flux,mo_spq_memory_class.f90
q_soil_phys,snow_srf_heat_flux,2D,surface,prognostic,no,FULL,W m-2,snow srf heat flux,mo_spq_memory_class.f90
q_soil_phys,snow_melt_to_soil,2D,surface,prognostic,no,FULL,kg m-2 s-1,snow melt water to soil,mo_spq_memory_class.f90
q_soil_phys,snow_present_snl,3D,vgrid_snow_spq,prognostic,no,FULL,,,mo_spq_memory_class.f90
q_soil_phys,t_snow_snl,3D,vgrid_snow_spq,prognostic,no,FULL,m,temperature snow layer,mo_spq_memory_class.f90
q_soil_phys,w_snow_snl,3D,vgrid_snow_spq,prognostic,no,FULL,m,water content snow layer,mo_spq_memory_class.f90
q_soil_phys,snow_lay_thickness_snl,3D,vgrid_snow_spq,prognostic,no,FULL,m,snow layer thickness,mo_spq_memory_class.f90
q_soil_phys,w_snow_max_snl,3D,vgrid_snow_spq,prognostic,no,FULL,m,maximum water content snow layer,mo_spq_memory_class.f90
q_soil_phys,w_liquid_snl,3D,vgrid_snow_spq,prognostic,no,FULL,m,w_liquid_snl,mo_spq_memory_class.f90
q_sylviculture,fract_forest_harvest_y_read,2D,surface,prognostic,yes,NONE,,,mo_q_syl_memory_class.f90
q_sylviculture,fract_wood_to_slash,2D,surface,prognostic,yes,NONE,,,mo_q_syl_memory_class.f90
q_sylviculture,fract_forest_harvest,2D,surface,prognostic,yes,BASIC,,,mo_q_syl_memory_class.f90
q_vegetation,veg_pool_total_c,2D,surface,diagnostic,yes,BASIC,mol m-2,"total C, sum of all veg_pool components",mo_veg_memory_class.f90
q_vegetation,veg_pool_total_n,2D,surface,diagnostic,yes,BASIC,mol m-2,"total N, sum of all veg_pool components",mo_veg_memory_class.f90
q_vegetation,veg_pool_total_p,2D,surface,diagnostic,yes,MEDIUM,mol m-2,"total P, sum of all veg_pool components",mo_veg_memory_class.f90
q_vegetation,veg_pool_total_c13,2D,surface,diagnostic,yes,MEDIUM,mol m-2,"total C13, sum of all veg_pool components",mo_veg_memory_class.f90
q_vegetation,veg_pool_total_c14,2D,surface,diagnostic,yes,MEDIUM,mol m-2,"total C14, sum of all veg_pool components",mo_veg_memory_class.f90
q_vegetation,veg_pool_total_n15,2D,surface,diagnostic,yes,FULL,mol m-2,"total N15, sum of all veg_pool components",mo_veg_memory_class.f90
q_vegetation,veg_growth_total_c,2D,surface,diagnostic,yes,FULL,mol m-2 timestep-1,"total C, sum of all veg_growth components",mo_veg_memory_class.f90
q_vegetation,veg_growth_total_n,2D,surface,diagnostic,yes,FULL,mol m-2 timestep-1,"total N, sum of all veg_growth components",mo_veg_memory_class.f90
q_vegetation,veg_growth_total_p,2D,surface,diagnostic,yes,FULL,mol m-2 timestep-1,"total P, sum of all veg_growth components",mo_veg_memory_class.f90
q_vegetation,veg_growth_total_c13,2D,surface,diagnostic,yes,FULL,mol m-2 timestep-1,"total C13, sum of all veg_growth components",mo_veg_memory_class.f90
q_vegetation,veg_growth_total_c14,2D,surface,diagnostic,yes,FULL,mol m-2 timestep-1,"total C14, sum of all veg_growth components",mo_veg_memory_class.f90
q_vegetation,veg_growth_total_n15,2D,surface,diagnostic,yes,FULL,mol m-2 timestep-1,"total N15, sum of all veg_growth components",mo_veg_memory_class.f90
q_vegetation,veg_litterfall_total_c,2D,surface,diagnostic,yes,BASIC,mol m-2 timestep-1,"total C, sum of all veg_litterfall components",mo_veg_memory_class.f90
q_vegetation,veg_litterfall_total_n,2D,surface,diagnostic,yes,BASIC,mol m-2 timestep-1,"total N, sum of all veg_litterfall components",mo_veg_memory_class.f90
q_vegetation,veg_litterfall_total_p,2D,surface,diagnostic,yes,FULL,mol m-2 timestep-1,"total P, sum of all veg_litterfall components",mo_veg_memory_class.f90
q_vegetation,veg_litterfall_total_c13,2D,surface,diagnostic,yes,FULL,mol m-2 timestep-1,"total C13, sum of all veg_litterfall components",mo_veg_memory_class.f90
q_vegetation,veg_litterfall_total_c14,2D,surface,diagnostic,yes,FULL,mol m-2 timestep-1,"total C14, sum of all veg_litterfall components",mo_veg_memory_class.f90
q_vegetation,veg_litterfall_total_n15,2D,surface,diagnostic,yes,FULL,mol m-2 timestep-1,"total N15, sum of all veg_litterfall components",mo_veg_memory_class.f90
q_vegetation,veg_pool_leaf_c,2D,surface,diagnostic,yes,BASIC,mol m-2,vegetation pool leaf carbon,mo_veg_memory_class.f90
q_vegetation,veg_pool_leaf_n,2D,surface,diagnostic,yes,BASIC,mol m-2,vegetation pool leaf nitrogen,mo_veg_memory_class.f90
q_vegetation,veg_pool_leaf_p,2D,surface,diagnostic,yes,FULL,mol m-2,vegetation pool leaf phosphorus,mo_veg_memory_class.f90
q_vegetation,veg_pool_wood_c,2D,surface,diagnostic,yes,BASIC,mol m-2,vegetation pool sapwood + heartwood carbon,mo_veg_memory_class.f90
q_vegetation,veg_pool_wood_n,2D,surface,diagnostic,yes,BASIC,mol m-2,vegetation pool sapwood + heartwood nitrogen,mo_veg_memory_class.f90
q_vegetation,veg_pool_wood_p,2D,surface,diagnostic,yes,FULL,mol m-2,vegetation pool sapwood + heartwood phosphorus,mo_veg_memory_class.f90
q_vegetation,veg_pool_fine_root_c,2D,surface,diagnostic,yes,BASIC,mol m-2,vegetation pool fine root carbon,mo_veg_memory_class.f90
q_vegetation,veg_pool_fine_root_n,2D,surface,diagnostic,yes,BASIC,mol m-2,vegetation pool fine root nitrogen,mo_veg_memory_class.f90
q_vegetation,veg_pool_fine_root_p,2D,surface,diagnostic,yes,FULL,mol m-2,vegetation pool fine root phosphorus,mo_veg_memory_class.f90
q_vegetation,veg_products_total_c,2D,surface,diagnostic,yes,BASIC,mol m-2,total c in product pools,mo_veg_memory_class.f90
q_vegetation,veg_products_total_n,2D,surface,diagnostic,yes,BASIC,mol m-2,total N in product pools,mo_veg_memory_class.f90
q_vegetation,veg_products_total_p,2D,surface,diagnostic,yes,FULL,mol m-2,total P in product pools,mo_veg_memory_class.f90
q_vegetation,veg_products_total_c13,2D,surface,diagnostic,yes,MEDIUM,mol m-2,total C13 in product pools,mo_veg_memory_class.f90
q_vegetation,veg_products_total_c14,2D,surface,diagnostic,yes,MEDIUM,mol m-2,total C14 in product pools,mo_veg_memory_class.f90
q_vegetation,veg_products_total_n15,2D,surface,diagnostic,yes,FULL,mol m-2,total N15 in product pools,mo_veg_memory_class.f90
q_vegetation,veg_products_decay_c,2D,surface,diagnostic,yes,BASIC,micro-mol m-2 s-1,C lost to atmosphere due to product decay,mo_veg_memory_class.f90
q_vegetation,veg_products_decay_n,2D,surface,diagnostic,yes,BASIC,micro-mol m-2 s-1,N lost from land due to product decay,mo_veg_memory_class.f90
q_vegetation,veg_products_decay_p,2D,surface,diagnostic,yes,FULL,micro-mol m-2 s-1,P lost from land due to product decay,mo_veg_memory_class.f90
q_vegetation,veg_products_decay_c13,2D,surface,diagnostic,yes,MEDIUM,micro-mol m-2 s-1,C13 lost to atmosphere due to product decay,mo_veg_memory_class.f90
q_vegetation,veg_products_decay_c14,2D,surface,diagnostic,yes,MEDIUM,micro-mol m-2 s-1,C14 lost to atmosphere due to product decay,mo_veg_memory_class.f90
q_vegetation,veg_products_decay_n15,2D,surface,diagnostic,yes,FULL,micro-mol m-2 s-1,N15 lost from land due to product decay,mo_veg_memory_class.f90
q_vegetation,height,2D,surface,prognostic,no,FULL,m,plant height,mo_veg_memory_class.f90
q_vegetation,diameter,2D,surface,prognostic,no,FULL,m,plant diameter,mo_veg_memory_class.f90
q_vegetation,dens_ind,2D,surface,prognostic,no,FULL,# m-2,density of individuals,mo_veg_memory_class.f90
q_vegetation,lai,2D,surface,diagnostic,yes,BASIC,m2 m-2,actual leaf area index,mo_veg_memory_class.f90
q_vegetation,sai,2D,surface,diagnostic,yes,MEDIUM,m2 m-2,actual stem area index,mo_veg_memory_class.f90
q_vegetation,target_cn_leaf,2D,surface,prognostic,no,NONE,,target foliar C:N ratio,mo_veg_memory_class.f90
q_vegetation,target_np_leaf,2D,surface,prognostic,no,NONE,,target foliar N:P ratio ,mo_veg_memory_class.f90
q_vegetation,mean_leaf_age,2D,surface,prognostic,no,FULL,,average foliage age in days ,mo_veg_memory_class.f90
q_vegetation,fract_fpc,2D,surface,diagnostic,yes,BASIC,,foliage projected cover fraction,mo_veg_memory_class.f90
q_vegetation,rough_veg_star ,2D,surface,diagnostic,yes,FULL,,transformation of vegetation surface roughness length of the tile,mo_veg_memory_class.f90
q_vegetation,f_n_demand,2D,surface,diagnostic,no,NONE,,relative plant demand for N,mo_veg_memory_class.f90
q_vegetation,f_p_demand,2D,surface,diagnostic,no,NONE,,relative plant demand for P,mo_veg_memory_class.f90
