process,name,dim,vgrid,state,output,output_level,units,long,file
anthropogenic_lcc,cf_target_year,3D,pft_vgrid,diagnostic,yes,,,Target cover fractions read from forcing.,mo_alcc_memory_class.f90
anthropogenic_lcc,cf_delta,3D,pft_vgrid,prognostic,yes,FULL,,Change in cover fractions (daily or annually).,mo_alcc_memory_class.f90
assimilation,gross_assimilation_ca,2D,surface,diagnostic,yes,FULL,,,mo_assimi_memory_class.f90
assimilation,gross_assimilation,2D,surface,diagnostic,yes,BASIC,mol(CO2)/m^2 (tile area) / s,Gross photosynthesis on tile area,mo_assimi_memory_class.f90
assimilation,dark_respiration_ca,2D,surface,diagnostic,yes,FULL,mol(CO2)/m^2(canopy ground) / s,Dark_respiration on canopy ground area,mo_assimi_memory_class.f90
assimilation,dark_respiration,2D,surface,diagnostic,yes,BASIC,mol(CO2)/m^2 (tile area) / s,Dark_respiration on tile area,mo_assimi_memory_class.f90
assimilation,npp_pot_rate_ca,2D,surface,prognostic,yes,FULL,mol(CO2)/(m^2 (canopy ground) / s),NPP_pot_rate_ca,mo_assimi_memory_class.f90
assimilation,npp_sum_year,2D,surface,prognostic,yes,,mol(CO2)/(m^2 (canopy ground) / s),NPP_sum_year,mo_assimi_memory_class.f90
assimilation,npp_mean_5year,2D,surface,prognostic,yes,MEDIUM,mol(CO2)/(m^2 (canopy ground) / s),NPP_mean_5year,mo_assimi_memory_class.f90
assimilation,land_cover_class,2D,surface,prognostic,yes,,,land_cover_class,mo_assimi_memory_class.f90
assimilation,bclimit_min_cold_mmtemp,2D,surface,diagnostic,yes,MEDIUM,,bclimit_min_cold_mmtemp,mo_assimi_memory_class.f90
assimilation,bclimit_max_cold_mmtemp,2D,surface,diagnostic,yes,MEDIUM,,bclimit_max_cold_mmtemp,mo_assimi_memory_class.f90
assimilation,bclimit_max_warm_mmtemp,2D,surface,diagnostic,yes,MEDIUM,,bclimit_max_warm_mmtemp,mo_assimi_memory_class.f90
assimilation,bclimit_min_temprange,2D,surface,diagnostic,yes,MEDIUM,,bclimit_min_temprange,mo_assimi_memory_class.f90
assimilation,bclimit_min_gdd,2D,surface,diagnostic,yes,MEDIUM,,bclimit_min_gdd,mo_assimi_memory_class.f90
assimilation,tau_c_woods,2D,surface,diagnostic,yes,,,tau_c_woods,mo_assimi_memory_class.f90
assimilation,scaling_fact_cl,3D,canopy_layer,diagnostic,yes,,-,assimilation scaling factors per canopy layer,mo_assimi_memory_class.f90
assimilation,canopy_cond_cl,3D,canopy_layer,diagnostic,yes,,-,Canopy cond. per canopy layer and per leaf area,mo_assimi_memory_class.f90
assimilation,gross_assimilation_cl,3D,canopy_layer,diagnostic,yes,,mol(CO2)/m^2(leaf area) / s,Gross photosynthesis per canopy layer on leaf area,mo_assimi_memory_class.f90
assimilation,dark_respiration_cl,3D,canopy_layer,diagnostic,yes,,mol(CO2)/m^2(leaf area) / s,Dark respiration of leaf per canopy layer on leaf area,mo_assimi_memory_class.f90
assimilation,carbox_rate_max_cl,3D,canopy_layer,diagnostic,yes,,mol(CO2)/m^2(leaf area) / s,Maximum carboxylation rate per canopy layer,mo_assimi_memory_class.f90
assimilation,e_transport_rate_max_cl,3D,canopy_layer,diagnostic,yes,,dimensionen,Maximum electron transport rate per canopy layer,mo_assimi_memory_class.f90
assimilation,carbox_rate_cl,3D,canopy_layer,diagnostic,yes,,mol(CO2)/m^2(leaf area) / s,Actual carboxylation rate per canopy layer,mo_assimi_memory_class.f90
assimilation,e_transport_rate_cl,3D,canopy_layer,diagnostic,yes,,mol(CO2)/m^2(leaf area) / s,Actual electron transport rate per canopy layer,mo_assimi_memory_class.f90
assimilation,co2_conc_leaf_cl,3D,canopy_layer,diagnostic,yes,,dimensionen,CO2 concentration inside leaf per canopy layer,mo_assimi_memory_class.f90
assimilation,canopy_cond_unlimited,2D,surface,diagnostic,yes,,,,mo_assimi_memory_class.f90
assimilation,canopy_cond_limited,2D,surface,diagnostic,yes,,,,mo_assimi_memory_class.f90
assimilation,cover_fract_pot,2D,surface,diagnostic,yes,,fract,,mo_assimi_memory_class.f90
atmland,DEBUG_VAR,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,co2_air,2D,surface,diagnostic,yes,,[kg(CO2)/kg(air)],CO2 mass mixing ratio of lowest atmosphere level,mo_atm2land_memory_class.f90
atmland,co2_air_mol,2D,surface,diagnostic,yes,BASIC,[mol(CO2)/mol(air)],CO2 mol mixing ratio of lowest atmosphere level,mo_atm2land_memory_class.f90
atmland,co2_mixing_ratio,2D,surface,prognostic,yes,FULL,ppm,surface air co2 mixing ratio,mo_atm2land_memory_class.f90
atmland,co2_mixing_ratio_c13,2D,surface,prognostic,yes,FULL,ppm,surface air 13co2 mixing ratio,mo_atm2land_memory_class.f90
atmland,co2_mixing_ratio_C14,2D,surface,prognostic,yes,FULL,scaled,surface air 14co2 mixing ratio,mo_atm2land_memory_class.f90
atmland,t_air,2D,surface,diagnostic,yes,BASIC,K,,mo_atm2land_memory_class.f90
atmland,q_air,2D,surface,diagnostic,yes,BASIC,kg kg-1,Specific humidity of air at surface.,mo_atm2land_memory_class.f90
atmland,rain,2D,surface,diagnostic,yes,BASIC,kg/m2/s,,mo_atm2land_memory_class.f90
atmland,snow,2D,surface,diagnostic,yes,BASIC,kg/m2/s,,mo_atm2land_memory_class.f90
atmland,wind_air,2D,surface,diagnostic,yes,BASIC,m/s,,mo_atm2land_memory_class.f90
atmland,wind_10m,2D,surface,diagnostic,yes,BASIC,m/s,,mo_atm2land_memory_class.f90
atmland,lw_srf_down,2D,surface,diagnostic,yes,BASIC,W/m2,,mo_atm2land_memory_class.f90
atmland,swvis_srf_down,2D,surface,diagnostic,yes,BASIC,W/m2,,mo_atm2land_memory_class.f90
atmland,swnir_srf_down,2D,surface,diagnostic,yes,BASIC,W/m2,,mo_atm2land_memory_class.f90
atmland,swpar_srf_down,2D,surface,diagnostic,yes,BASIC,W/m2,,mo_atm2land_memory_class.f90
atmland,fract_par_diffuse,2D,surface,diagnostic,yes,BASIC,,,mo_atm2land_memory_class.f90
atmland,press_srf,2D,surface,diagnostic,yes,,N/m2,,mo_atm2land_memory_class.f90
atmland,press_air,2D,surface,diagnostic,yes,BASIC,N m-2,Pressure at lowest level,mo_atm2land_memory_class.f90
atmland,dz_srf,2D,surface,diagnostic,yes,FULL,m,,mo_atm2land_memory_class.f90
atmland,rho_srf,2D,surface,diagnostic,yes,BASIC,,,mo_atm2land_memory_class.f90
atmland,drag_srf,2D,surface,conditional,yes,FULL,,,mo_atm2land_memory_class.f90
atmland,pch,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,t_acoef,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,t_bcoef,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,q_acoef,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,q_bcoef,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,cos_zenith_angle,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,drag_wtr,2D,surface,diagnostic,yes,FULL,,,mo_atm2land_memory_class.f90
atmland,drag_ice,2D,surface,diagnostic,yes,FULL,,,mo_atm2land_memory_class.f90
atmland,t_acoef_wtr,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,t_bcoef_wtr,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,q_acoef_wtr,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,q_bcoef_wtr,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,t_acoef_ice,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,t_bcoef_ice,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,q_acoef_ice,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,q_bcoef_ice,2D,surface,diagnostic,yes,,,,mo_atm2land_memory_class.f90
atmland,nhx_deposition,2D,surface,prognostic,yes,BASIC,mumol m-2 sec-1,surface downward reduced nitrogen deposition velocity,mo_atm2land_memory_class.f90
atmland,noy_deposition,2D,surface,prognostic,yes,BASIC,mumol m-2 sec-1,surface downward oxidised nitrogen deposition velocity,mo_atm2land_memory_class.f90
atmland,nhx_n15_deposition,2D,surface,prognostic,yes,,mumol m-2 sec-1,surface downward reduced nitrogen-15 deposition velocity,mo_atm2land_memory_class.f90
atmland,noy_n15_deposition,2D,surface,prognostic,yes,,mumol m-2 sec-1,surface downward oxidised nitrogen-15 deposition velocity,mo_atm2land_memory_class.f90
atmland,p_deposition,2D,surface,prognostic,yes,,mumol m-2 sec-1,surface downward reduced phosphorus deposition velocity,mo_atm2land_memory_class.f90
atmland,daytime_counter,2D,surface,prognostic,no,FULL,,number of timesteps of current day with light available,mo_atm2land_memory_class.f90
atmland,daylength_prev_day,2D,surface,prognostic,no,FULL,s,time of previous day with light available,mo_atm2land_memory_class.f90
atmland,local_time_day_seconds,2D,surface,prognostic,yes,FULL,s,local time of this grid-cell,mo_atm2land_memory_class.f90
atmland,slow_sb_pool_accelerator_execution_counter,2D,surface,prognostic,yes,FULL, ,the number of executions of spin-up accelerator,mo_atm2land_memory_class.f90
atmland,slow_sb_pool_accelerator_execute,2D,surface,prognostic,yes,FULL, ,logical to determine if executing the spin-up acclerator or not,mo_atm2land_memory_class.f90
atmland,nhx_deposition_acc,2D,surface,prognostic,no,,mumol m-2 sec-1,accumulate input value of nhx_deposition,mo_atm2land_memory_class.f90
atmland,noy_deposition_acc,2D,surface,prognostic,no,,mumol m-2 sec-1,accumulate input value of noy_deposition,mo_atm2land_memory_class.f90
atmland,p_deposition_acc,2D,surface,prognostic,no,,mumol m-2 sec-1,accumulate input value of p_deposition,mo_atm2land_memory_class.f90
atmland,co2_mixing_ratio_acc,2D,surface,prognostic,no,,ppm,accumulate input value of co2_mixing_ratio,mo_atm2land_memory_class.f90
atmland,co2_dC13_acc,2D,surface,prognostic,no,,ppm,accumulate input value of co2_dC13,mo_atm2land_memory_class.f90
atmland,co2_DC14_acc,2D,surface,prognostic,no,,scaled,accumulate input value of co2_DC14,mo_atm2land_memory_class.f90
atmland,const_input_timestep_counter,2D,surface,prognostic,no,,unitless,count number of timesteps since simulation start,mo_atm2land_memory_class.f90
atmland,nhx_deposition_const,2D,surface,prognostic,no,,mumol m-2 sec-1,avrg of 1st year input of nhx_deposition,mo_atm2land_memory_class.f90
atmland,noy_deposition_const,2D,surface,prognostic,no,,mumol m-2 sec-1,avrg of 1st year input of noy_deposition,mo_atm2land_memory_class.f90
atmland,p_deposition_const,2D,surface,prognostic,no,,mumol m-2 sec-1,avrg of 1st year input of p_deposition,mo_atm2land_memory_class.f90
atmland,co2_mixing_ratio_const,2D,surface,prognostic,no,,ppm,avrg of 1st year input of co2_mixing_ratio,mo_atm2land_memory_class.f90
atmland,co2_dC13_const,2D,surface,prognostic,no,,ppm,avrg of 1st year input of co2_dC13,mo_atm2land_memory_class.f90
atmland,co2_DC14_const,2D,surface,prognostic,no,,scaled,avrg of 1st year input of co2_DC14,mo_atm2land_memory_class.f90
atmland,t_srf,2D,surface,diagnostic,yes,,K,surface temperature,mo_land2atm_memory_class.f90
atmland,t_eff_srf,2D,surface,diagnostic,yes,,K,effective surface temperature,mo_land2atm_memory_class.f90
atmland,qsat_srf,2D,surface,diagnostic,yes,,g g-1,surface saturated specific humidity,mo_land2atm_memory_class.f90
atmland,zh_srf,2D,surface,diagnostic,yes,,m,roughnesslength for heat transfer,mo_land2atm_memory_class.f90
atmland,zm_srf,2D,surface,diagnostic,yes,,m,roughnesslength for momentum transfer,mo_land2atm_memory_class.f90
atmland,alb_vis_dif,2D,surface,diagnostic,yes,,unitless,surface albedo for diffuse radiation in the visible band,mo_land2atm_memory_class.f90
atmland,alb_nir_dif,2D,surface,diagnostic,yes,,unitless,surface albedo for diffuse radiation in the near infrared band,mo_land2atm_memory_class.f90
atmland,alb_vis_dir,2D,surface,diagnostic,yes,,unitless,surface albedo for direct radiation in the visible band,mo_land2atm_memory_class.f90
atmland,alb_nir_dir,2D,surface,diagnostic,yes,,unitless,surface albedo for direct radiation in the near infrared band,mo_land2atm_memory_class.f90
atmland,q_total_c,2D,surface,prognostic,yes,BASIC,[mol m-2],"total C, sum of all quincy carbon pools",mo_land2atm_memory_class.f90
atmland,q_c_conservation_test,2D,surface,prognostic,yes,BASIC,[mol m-2 timestep-1],difference in change in quincy total C and nbp,mo_land2atm_memory_class.f90
atmland,carbon_conservation_test,2D,surface,prognostic,yes,BASIC,,Carbon conservation test,mo_land2atm_memory_class.f90
atmland,yday_c_state_sum,2D,surface,prognostic,yes,,,yday c state sum required for carbon conservation test,mo_land2atm_memory_class.f90
atmland,latent_hflx_wtr,2D,surface,diagnostic,yes,,W m-2,latent heat flux over water,mo_land2atm_memory_class.f90
atmland,sensible_hflx_wtr,2D,surface,diagnostic,yes,,W m-2,sensible heat flux over water,mo_land2atm_memory_class.f90
atmland,latent_hflx_ice,2D,surface,diagnostic,yes,,W m-2,latent heat flux over ice,mo_land2atm_memory_class.f90
atmland,sensible_hflx_ice,2D,surface,diagnostic,yes,,W m-2,sensible heat flux over ice,mo_land2atm_memory_class.f90
base,_,2D,vgrid_2d,prognostic,yes,output_level,,,mo_jsb_memory_class.f90
base,_,3D,vgrid_3d,prognostic,yes,output_level,,,mo_jsb_memory_class.f90
base,_,2D,vgrid_2d,conditional,yes,output_level,,,mo_jsb_memory_class.f90
carbon,pseudo_temp,2D,surface,prognostic,yes,MEDIUM,K,Pseudo-mean air temperature over previous 15 days,mo_carbon_memory_class.f90
carbon,pseudo_temp_yDay,2D,surface,prognostic,yes,,K,Yesterdays pseudo-mean air temperature over previous 15 days,mo_carbon_memory_class.f90
carbon,pseudo_precip,2D,surface,prognostic,yes,MEDIUM,Kg m-2 s-1,Pseudo-mean precipitation rate over previous 15 days,mo_carbon_memory_class.f90
carbon,pseudo_precip_yDay,2D,surface,prognostic,yes,,Kg m-2 s-1,Yesterdays pseudo-mean precipitation rate over previous 15 days,mo_carbon_memory_class.f90
carbon,c_greenwood2litter,2D,surface,prognostic,yes,FULL,mol(CO2) m-2(canopy) s-1,Total litter flux entering the soil pools.,mo_carbon_memory_class.f90
carbon,c_green,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for green parts of vegetation.,mo_carbon_memory_class.f90
carbon,c_woods,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for structural material/parts of vegetation.,mo_carbon_memory_class.f90
carbon,c_reserve,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),"C-Pool for reserve carbohydrates (starches, sugars) of vegetation.",mo_carbon_memory_class.f90
carbon,c_crop_harvest,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for Harvested Material from Crops.,mo_carbon_memory_class.f90
carbon,c_acid_ag1,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for acid-soluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_water_ag1,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for water-soluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_ethanol_ag1,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for ethanol-soluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_nonsoluble_ag1,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for nonsoluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_acid_bg1,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for acid-soluble litter in Yasso (belowground).,mo_carbon_memory_class.f90
carbon,c_water_bg1,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for water-soluble litter in Yasso (belowground).,mo_carbon_memory_class.f90
carbon,c_ethanol_bg1,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for ethanol-soluble litter in Yasso (belowground),mo_carbon_memory_class.f90
carbon,c_nonsoluble_bg1,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for nonsoluble litter in Yasso (belowground).,mo_carbon_memory_class.f90
carbon,c_humus_1,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for humus in Yasso.,mo_carbon_memory_class.f90
carbon,c_acid_ag2,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for acid-soluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_water_ag2,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for water-soluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_ethanol_ag2,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for ethanol-soluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_nonsoluble_ag2,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for nonsoluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_acid_bg2,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for acid-soluble litter in Yasso (belowground).,mo_carbon_memory_class.f90
carbon,c_water_bg2,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for water-soluble litter in Yasso (belowground).,mo_carbon_memory_class.f90
carbon,c_ethanol_bg2,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for ethanol-soluble litter in Yasso (belowground),mo_carbon_memory_class.f90
carbon,c_nonsoluble_bg2,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for nonsoluble litter in Yasso (belowground).,mo_carbon_memory_class.f90
carbon,c_humus_2,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),C-Pool for humus in Yasso.,mo_carbon_memory_class.f90
carbon,max_green_bio,2D,surface,prognostic,yes,FULL,mol(C) m-2(canopy),annual maximum content of green C-Pool.,mo_carbon_memory_class.f90
carbon,sla,2D,surface,prognostic,yes,FULL,m2(leave)/mol(C),specific leave area.,mo_carbon_memory_class.f90
carbon,lai_sum,2D,surface,prognostic,yes,,-,Used to accumulate LAI over a day.,mo_carbon_memory_class.f90
carbon,npp_pot_sum,2D,surface,prognostic,yes,,mol(C) m-2(canopy) s-1,Used to accumulate NPP over a day.,mo_carbon_memory_class.f90
carbon,gpp_sum,2D,surface,prognostic,yes,,mol(C) m-2(canopy) s-1,Used to accumulate GPP over a day.,mo_carbon_memory_class.f90
carbon,soil_respiration,2D,surface,prognostic,yes,,mol(C) m-2(canopy) s-1,Soil respiration.,mo_carbon_memory_class.f90
carbon,npp_flux_correction,2D,surface,prognostic,yes,,,,mo_carbon_memory_class.f90
carbon,excess_npp,2D,surface,diagnostic,yes,,mol(C) m-2 (canopy) s-1,NPP that could not be not stored in vegetation carbon pools.,mo_carbon_memory_class.f90
carbon,lai_yydaymean,2D,surface,prognostic,yes,,-,Previous previous day mean.,mo_carbon_memory_class.f90
carbon,lai_ydaymean,2D,surface,prognostic,yes,,-,Previous day mean.,mo_carbon_memory_class.f90
carbon,npp_pot_ydaymean,2D,surface,prognostic,yes,,mol(C) m-2(canopy) s-1,Mean NPP Rate of the previous day.,mo_carbon_memory_class.f90
carbon,npp_act_ydaymean,2D,surface,prognostic,yes,,mol(C) m-2(canopy) s-1,Actual NPP Rate of the previous day.,mo_carbon_memory_class.f90
carbon,gpp_ydaymean,2D,surface,prognostic,yes,,mol(C) m-2(canopy) s-1,Mean GPP Rate of the previous day.,mo_carbon_memory_class.f90
carbon,root_exudates,2D,surface,diagnostic,yes,,mol(C) m-2(canopy) s-1,Root exudates,mo_carbon_memory_class.f90
carbon,cflux_c_green_2_herb,2D,surface,diagnostic,yes,,mol(C) m-2(canopy) s-1,Total carbon flux from C pool green to herbivory.,mo_carbon_memory_class.f90
carbon,cflux_c_green_2_herb_lg,2D,surface,diagnostic,yes,,,,mo_carbon_memory_class.f90
carbon,cflux_herb_2_atm,2D,surface,prognostic,yes,,,,mo_carbon_memory_class.f90
carbon,cflux_dist_green_2_soil,2D,surface,diagnostic,yes,MEDIUM,,,mo_carbon_memory_class.f90
carbon,cflux_dist_woods_2_soil,2D,surface,diagnostic,yes,MEDIUM,,,mo_carbon_memory_class.f90
carbon,co2flux_fire_all_2_atm,2D,surface,diagnostic,yes,MEDIUM,kg(CO2) m-2(canopy) s-1,CO2 flux into atmosphere due to fire.,mo_carbon_memory_class.f90
carbon,c_greenwood2litter_ta,2D,surface,diagnostic,yes,MEDIUM,mol(CO2) m-2 s-1,Total litter flux entering the soil pools.,mo_carbon_memory_class.f90
carbon,c_green_ta,2D,surface,diagnostic,yes,BASIC,mol(C) m-2,C-Pool for green parts of vegetation.,mo_carbon_memory_class.f90
carbon,c_woods_ta,2D,surface,diagnostic,yes,BASIC,mol(C) m-2,C-Pool for structural material/parts of vegetation.,mo_carbon_memory_class.f90
carbon,c_reserve_ta,2D,surface,diagnostic,yes,BASIC,mol(C) m-2,"C-Pool for reserve carbohydrates (starches, sugars) of vegetation.",mo_carbon_memory_class.f90
carbon,c_crop_harvest_ta,2D,surface,diagnostic,yes,BASIC,mol(C) m-2,C-Pool for Harvested Material from Crops.,mo_carbon_memory_class.f90
carbon,c_acid_ag1_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for acid-soluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_water_ag1_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for water-soluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_ethanol_ag1_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for ethanol-soluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_nonsoluble_ag1_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for nonsoluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_acid_bg1_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for acid-soluble litter in Yasso (belowground).,mo_carbon_memory_class.f90
carbon,c_water_bg1_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for water-soluble litter in Yasso (belowground).,mo_carbon_memory_class.f90
carbon,c_ethanol_bg1_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for ethanol-soluble litter in Yasso (belowground),mo_carbon_memory_class.f90
carbon,c_nonsoluble_bg1_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for nonsoluble litter in Yasso (belowground).,mo_carbon_memory_class.f90
carbon,c_humus_1_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for humus in Yasso.,mo_carbon_memory_class.f90
carbon,c_acid_ag2_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for acid-soluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_water_ag2_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for water-soluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_ethanol_ag2_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for ethanol-soluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_nonsoluble_ag2_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for nonsoluble litter in Yasso (aboveground).,mo_carbon_memory_class.f90
carbon,c_acid_bg2_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for acid-soluble litter in Yasso (belowground).,mo_carbon_memory_class.f90
carbon,c_water_bg2_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for water-soluble litter in Yasso (belowground).,mo_carbon_memory_class.f90
carbon,c_ethanol_bg2_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for ethanol-soluble litter in Yasso (belowground),mo_carbon_memory_class.f90
carbon,c_nonsoluble_bg2_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for nonsoluble litter in Yasso (belowground).,mo_carbon_memory_class.f90
carbon,c_humus_2_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2,C-Pool for humus in Yasso.,mo_carbon_memory_class.f90
carbon,c_sum_veg_ta,2D,surface,prognostic,yes,BASIC,mol(C) m-2,Sum of all vegetation C pools.,mo_carbon_memory_class.f90
carbon,c_sum_litter_ag_ta,2D,surface,prognostic,yes,BASIC,mol(C) m-2,Sum of all above ground litter C pools.,mo_carbon_memory_class.f90
carbon,c_sum_litter_bg_ta,2D,surface,prognostic,yes,BASIC,mol(C) m-2,Sum of all below ground litter C pools.,mo_carbon_memory_class.f90
carbon,c_sum_humus_ta,2D,surface,prognostic,yes,BASIC,mol(C) m-2,Sum of all humus C pools.,mo_carbon_memory_class.f90
carbon,c_sum_natural_ta,2D,surface,prognostic,yes,BASIC,mol(C) m-2,Sum of all natural C pools.,mo_carbon_memory_class.f90
carbon,soil_respiration_ta,2D,surface,diagnostic,yes,BASIC,mol(C) m-2 s-1,Soil respiration.,mo_carbon_memory_class.f90
carbon,npp_flux_corr_ta,2D,surface,diagnostic,yes,,,,mo_carbon_memory_class.f90
carbon,excess_npp_ta,2D,surface,diagnostic,yes,,mol(C) m-2  s-1,NPP that could not be not stored in vegetation carbon pools.,mo_carbon_memory_class.f90
carbon,lai_yydaymean_ta,2D,surface,diagnostic,yes,,-,Previous previous day mean.,mo_carbon_memory_class.f90
carbon,lai_ydaymean_ta,2D,surface,diagnostic,yes,BASIC,-,Previous day mean.,mo_carbon_memory_class.f90
carbon,npp_pot_ydaymean_ta,2D,surface,diagnostic,yes,BASIC,mol(C) m-2 s-1,Mean NPP Rate of the previous day.,mo_carbon_memory_class.f90
carbon,npp_act_ydaymean_ta,2D,surface,diagnostic,yes,BASIC,mol(C) m-2 s-1,Actual NPP Rate of the previous day.,mo_carbon_memory_class.f90
carbon,gpp_ydaymean_ta,2D,surface,diagnostic,yes,BASIC,mol(C) m-2 s-1,Mean GPP Rate of the previous day.,mo_carbon_memory_class.f90
carbon,root_exudates_ta,2D,surface,diagnostic,yes,,mol(C) m-2 s-1,Root exudates,mo_carbon_memory_class.f90
carbon,cflux_c_green_2_herb_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2 s-1,Total carbon flux from C pool green to herbivory.,mo_carbon_memory_class.f90
carbon,c2greenlitter_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2 s-1,Carbon flux to green litter.,mo_carbon_memory_class.f90
carbon,c2woodlitter_ta,2D,surface,diagnostic,yes,MEDIUM,mol(C) m-2 s-1,Carbon flux to woody litter.,mo_carbon_memory_class.f90
carbon,co2_l2a_fire_ta,2D,surface,diagnostic,yes,BASIC,kg(CO2) m-2 s-1,CO2 flux from C pools to atmosphere due to fire.,mo_carbon_memory_class.f90
carbon,co2_l2a_npp_ta,2D,surface,prognostic,yes,BASIC,kg(CO2) m-2 s-1,Net CO2 fluxes between biosphere and atmosphere due to NPP.,mo_carbon_memory_class.f90
carbon,co2_l2a_resp_ta,2D,surface,diagnostic,yes,BASIC,,,mo_carbon_memory_class.f90
carbon,co2_l2a_herb_ta,2D,surface,diagnostic,yes,BASIC,,,mo_carbon_memory_class.f90
carbon,co2_l2a_npp_yday_ta,2D,surface,diagnostic,yes,,kg(CO2) m-2 s-1,"Net daily CO2 flux, only needed for conservation test.",mo_carbon_memory_class.f90
